brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,car_age,price_per_mile,has_clean_title,had_accident,high_mileage,is_luxury_brand
Cadillac,CTS 2.0L Turbo Luxury,2014,110000.0,Gasoline,272.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,Yes,11000.0,12,0.1,1,0,1,0
Land,Rover Discovery Sport HSE,2016,49083.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Indus Silver,Ebony,None reported,No,21590.0,10,0.4398671637837948,0,0,0,0
Genesis,G90 5.0 Ultimate,2017,63500.0,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,27500.0,9,0.4330708661417323,1,0,1,0
Mercedes-Benz,CLK-Class CLK 350,2009,21500.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,18000.0,17,0.8372093023255814,1,1,0,1
Land,Rover Range Rover Autobiography,2023,324.0,Gasoline,4.4 Liter,Automatic,Black,Blk,None reported,No,99175.0,3,306.09567901234567,0,0,0,0
Kia,Optima EX,2019,68166.0,Gasoline,"1.6L I-4 gasoline direct injection, DOHC, variable valve control",Automatic,Ebony Black,Black,None reported,No,20818.0,7,0.3054015198192647,0,0,1,0
Toyota,Highlander SE,2018,53607.0,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Midnight Black Metallic,Black,At least 1 accident or damage reported,No,31853.0,8,0.5941947879941053,0,1,1,0
Mercedes-Benz,Sprinter 4500 High Roof,2019,16813.0,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,No,45900.0,7,2.730030333670374,0,0,0,1
BMW,X1 xDrive28i,2020,18200.0,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,29500.0,6,1.620879120879121,1,1,0,1
Audi,R8 5.2,2015,51000.0,Gasoline,550.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,99175.0,11,1.9446078431372549,1,1,0,1
Audi,S3 2.0T Tech Premium Plus,2018,16400.0,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Red,None reported,Yes,42800.0,8,2.6097560975609757,1,0,0,1
Toyota,Tundra Hybrid TRD Pro,2022,7000.0,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Orange,–,None reported,Yes,75500.0,4,10.785714285714286,1,0,0,0
Audi,SQ5 3.0T Premium Plus,2022,8497.0,Gasoline,3.0L V6 24V GDI DOHC Turbo,Automatic,Ibis White,Black,None reported,No,52900.0,4,6.225726727080146,0,0,0,1
Audi,A6 2.0T Premium Plus,2016,68000.0,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,20000.0,10,0.29411764705882354,1,1,1,1
Lamborghini,Huracan EVO Base,2022,2523.0,Gasoline,5.2L V10 40V GDI DOHC,7-Speed Manual,Bianco Icarus Metallic,Nero Ade,None reported,No,99175.0,4,39.308363059849384,0,0,0,0
BMW,328 xi,2007,83000.0,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Brown,None reported,Yes,8995.0,19,0.10837349397590361,1,0,1,1
Audi,SQ5 3.0T Prestige,2018,25000.0,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,50000.0,8,2.0,1,0,0,1
Cadillac,Escalade Sport Platinum,2021,15689.0,Diesel,3.0L I6 24V DDI DOHC Turbo Diesel,10-Speed Automatic,Infrared Tintcoat,Jet Black,None reported,No,97952.0,5,6.2433552170310405,0,0,0,0
BMW,M235 i,2014,125450.0,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,17200.0,12,0.137106416899163,1,0,1,1
Kia,Telluride SX,2023,9822.0,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Midnight Black,Gray,None reported,No,50998.0,3,5.192221543473834,0,0,0,0
Chevrolet,Express 3500 Base,2008,144000.0,Gasoline,323.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,22000.0,18,0.1527777777777778,1,0,1,0
GMC,Acadia SLE,2020,30900.0,Gasoline,2.5L I4 16V GDI DOHC,9-Speed Automatic,Summit White,Jet Black,None reported,Yes,27654.0,6,0.8949514563106796,1,0,0,0
BMW,X3 xDrive30i,2021,2492.0,Gasoline,2.0 Liter Turbo,Automatic,Phytonic Blue Metallic,Canberra Beige/Black,None reported,No,41598.0,5,16.692616372391655,0,0,0,1
Audi,TT 2.0T,2015,126760.0,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,14000.0,11,0.1104449353108236,1,1,1,1
Subaru,Outback 3.6R Touring,2017,100680.0,Gasoline,256.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Brown,–,None reported,Yes,20500.0,9,0.20361541517679776,1,0,1,0
Mitsubishi,Eclipse Spyder GS,2001,90400.0,Gasoline,140.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,–,None reported,Yes,4495.0,25,0.04972345132743363,1,0,1,0
Hyundai,Santa Fe SEL,2022,26895.0,Gasoline,2.5L I4 16V PDI DOHC,8-Speed Automatic,Quartz White,Black,None reported,No,29800.0,4,1.108012641754973,0,0,0,0
BMW,M5 Base,2018,20500.0,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,67000.0,8,3.268292682926829,1,0,0,1
Dodge,Ram 1500 ST,2011,134000.0,Gasoline,390.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,10500.0,15,0.07835820895522388,1,1,1,0
Ford,Fusion Energi Titanium,2015,84352.0,Plug-In Hybrid,188.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,CVT Transmission,Blue,Black,At least 1 accident or damage reported,Yes,10000.0,11,0.11855083459787556,1,1,1,0
Toyota,Tundra Hybrid TRD Pro,2022,19000.0,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Orange,Black,None reported,Yes,71000.0,4,3.736842105263158,1,0,0,0
Land,Rover Range Rover Evoque Pure,2015,115550.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,17500.0,11,0.15144958892254434,1,0,1,0
Lincoln,Navigator Base,2009,191775.0,E85 Flex Fuel,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,9750.0,17,0.050840829096597574,1,1,1,0
Ford,Mustang Mach-E Select,2023,923.0,Gasoline,Standard Range Battery,Automatic,Rapid Red Metallic Tinted Clearcoat,Black Onyx,None reported,No,46998.0,3,50.91874322860238,0,0,0,0
Mercedes-Benz,Sprinter 3500 High Roof,2017,124630.0,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,5-Speed A/T,Black,Black,None reported,Yes,75000.0,9,0.6017812725667977,1,0,1,1
Mercedes-Benz,AMG E 63 S 4MATIC,2019,17000.0,Gasoline,603.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Brown,None reported,Yes,95000.0,7,5.588235294117647,1,0,0,1
BMW,440 i xDrive,2018,73500.0,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Blue,None reported,Yes,32000.0,8,0.43537414965986393,1,0,1,1
Acura,Integra LS,2000,120000.0,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,–,At least 1 accident or damage reported,Yes,5500.0,26,0.04583333333333333,1,1,1,0
Audi,Q7 55 Prestige,2019,73837.0,Gasoline,3.0L V6 24V GDI DOHC Supercharged,8-Speed Automatic,Cobra Beige Metallic,Nougat Brown,None reported,Yes,36340.0,7,0.49216517464143994,1,0,1,1
BMW,M6 Base,2014,29500.0,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,40999.0,12,1.3897966101694916,1,0,0,1
Volkswagen,Arteon 2.0T SE,2021,13613.0,Gasoline,2.0 Liter TSI,Automatic,Pure White,Titan Black,None reported,No,29798.0,5,2.1889370454712407,0,0,0,0
Lexus,LX 600 F SPORT,2023,1185.0,Gasoline,409.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,99175.0,3,83.69198312236287,1,0,0,1
INFINITI,Q40 Base,2015,143250.0,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,11500.0,11,0.08027923211169284,1,0,1,0
BMW,Z4 3.0i Roadster,2006,46508.0,Gasoline,215.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Green,Beige,At least 1 accident or damage reported,Yes,11500.0,20,0.24726928700438633,1,1,0,1
BMW,M6 Base,2015,18651.0,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,59549.0,11,3.192804675352528,1,0,0,1
BMW,X3 M40i,2019,36438.0,Gasoline,3.0 Liter Turbo,Automatic,Alpine White,Oyster W/Contrast,None reported,No,39998.0,7,1.0977002030846919,0,0,0,1
Kia,Sorento LX,2014,46628.0,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,Snow White Pearl,Beige,None reported,No,15363.0,12,0.32948014068799863,0,0,0,0
Rivian,R1S Adventure Package,2023,5700.0,Gasoline,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,White,None reported,Yes,95000.0,3,16.666666666666668,1,0,0,0
BMW,Z4 sDrive28i,2015,57550.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,White,None reported,Yes,29995.0,11,0.5211989574283232,1,0,1,1
Cadillac,CTS-V Base,2017,48600.0,Gasoline,640.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,60999.0,9,1.2551234567901235,1,0,0,0
Ford,Transit Connect XL,2020,119000.0,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,18000.0,6,0.15126050420168066,1,0,1,0
Land,Rover Range Rover Velar SVAutobiography Dynamic Edition,2020,36500.0,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,72000.0,6,1.9726027397260273,1,0,0,0
Lexus,IS 250 Base,2010,121250.0,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,White,At least 1 accident or damage reported,Yes,13250.0,16,0.10927835051546392,1,1,1,1
BMW,X7 xDrive40i,2023,2437.0,Hybrid,375.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,78350.0,3,32.15018465326221,1,0,0,1
Volvo,XC90 T6 Momentum,2018,110380.0,Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,At least 1 accident or damage reported,Yes,22000.0,8,0.19931146946910672,1,1,1,0
Hyundai,Tucson Limited,2008,149000.0,Gasoline,173.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Gray,None reported,Yes,3850.0,18,0.025838926174496644,1,0,1,0
Dodge,Durango GT,2021,14684.0,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,DB Black Clearcoat,Black,None reported,No,37995.0,5,2.587510215200218,0,0,0,0
Mercedes-Benz,AMG C 43 Base 4MATIC,2017,39000.0,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,39000.0,9,1.0,1,1,0,1
GMC,Yukon XL SLT,2019,65212.0,Gasoline,5.3L V8 16V GDI OHV,Automatic,Summit White,Jet Black,None reported,Yes,42995.0,7,0.6593111697233638,1,0,1,0
Audi,RS Q8 4.0T,2020,41856.0,Gasoline,591.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,91500.0,6,2.186066513761468,1,0,0,1
Rivian,R1S Adventure Package,2023,655.0,Gasoline,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,Red,Silver,None reported,Yes,94500.0,3,144.27480916030535,1,0,0,0
Toyota,RAV4 Hybrid XLE,2019,54000.0,Hybrid,219.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Gray,Gray,None reported,Yes,33000.0,7,0.6111111111111112,1,0,1,0
Alfa,Romeo Stelvio Quadrifoglio,2019,26500.0,Gasoline,505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,53900.0,7,2.0339622641509436,1,0,0,0
Land,Rover Range Rover Evoque SE,2020,38356.0,Gasoline,2.0 Liter,Automatic,Firenze Red Metallic,Ebony,None reported,No,36598.0,6,0.9541662321409949,0,0,0,0
Alfa,Romeo Stelvio Ti Sport,2020,21487.0,Gasoline,2.0L I4 16V GDI SOHC Turbo,8-Speed Automatic,Anodized Blue Metallic,Ice,None reported,Yes,35345.0,6,1.6449481081584214,1,0,0,0
Cadillac,Escalade EXT Base,2007,99000.0,Gasoline,403.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,22999.0,19,0.2323131313131313,1,0,1,0
Ford,F-250 Lariat,2019,35597.0,E85 Flex Fuel,6.2L V8 16V MPFI SOHC Flexible Fuel,6-Speed Automatic,Black,Black,None reported,No,47756.0,7,1.3415737281231563,0,0,0,0
Nissan,350Z Enthusiast,2005,130307.0,Gasoline,287.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,None reported,Yes,9950.0,21,0.07635813885669995,1,0,1,0
Subaru,Legacy 2.5 i Premium,2010,178000.0,Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,7600.0,16,0.04269662921348315,1,0,1,0
Honda,Civic LX,2003,160265.0,Gasoline,115.0HP 1.7L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,3000.0,23,0.01871899666177893,1,1,1,0
McLaren,570S Spider,2020,8700.0,Gasoline,562.0HP 3.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,99175.0,6,11.399425287356323,1,0,0,0
Maserati,Ghibli S Q4,2016,1000.0,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,36000.0,10,36.0,1,0,0,0
Jeep,Wagoneer Series II 4x4,2022,29800.0,Gasoline,"HEMI 5.7L V-8 variable valve control, regular unleaded, engine w","Automatic, 8-Spd",–,–,None reported,No,58900.0,4,1.976510067114094,0,0,0,0
Maserati,Ghibli S Q4,2017,49750.0,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,27995.0,9,0.562713567839196,1,0,0,0
Lexus,RX 300 Base,2002,121000.0,Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,6348.0,24,0.05246280991735537,1,0,1,1
Lincoln,Aviator Luxury,2005,140000.0,Gasoline,302.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,2000.0,21,0.014285714285714285,1,0,1,0
Ford,Transit Connect XL,2018,66770.0,E85 Flex Fuel,169.0HP 2.5L 4 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Red,–,None reported,No,21500.0,8,0.3220008986071589,0,0,1,0
Cadillac,SRX Luxury Collection,2016,61549.0,Gasoline,3.6 Liter SIDI DOHC,Automatic,Red,Ebony,At least 1 accident or damage reported,No,19998.0,10,0.32491185884417295,0,1,1,0
Lincoln,MKS EcoBoost,2016,38100.0,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,None reported,Yes,21000.0,10,0.5511811023622047,1,0,0,0
Toyota,Yaris Base,2010,138071.0,Gasoline,106.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Gray,None reported,Yes,5000.0,16,0.0362132526019222,1,0,1,0
Mercedes-Benz,AMG E 63 S 4MATIC,2019,40000.0,Gasoline,603.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,72000.0,7,1.8,1,1,0,1
Mercedes-Benz,GLS 450 Base,2022,41545.0,Hybrid,3.0 Liter DOHC Twin Turbo,Automatic,MANUFAKTUR Diamond White Bright,Macchiato Beige/Black,None reported,No,71998.0,4,1.7330123961968948,0,0,0,1
Mercedes-Benz,G-Class G 550 4MATIC,2019,47850.0,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,99175.0,7,2.0726227795193313,1,1,0,1
Hyundai,Veloster Turbo R-Spec,2014,128000.0,Gasoline,201.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Red,None reported,Yes,11000.0,12,0.0859375,1,0,1,0
Toyota,4Runner Limited,2019,48156.0,Gasoline,4.0L V6 24V MPFI DOHC,5-Speed Automatic,Midnight Black Metallic,Sand Beige,None reported,No,40368.0,7,0.8382756042860703,0,0,0,0
Mercedes-Benz,S-Class S 580 4MATIC,2021,4700.0,Hybrid,496.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Black,Black,None reported,Yes,99175.0,5,21.101063829787233,1,0,0,1
Audi,RS 7 4.0T Performance Prestige,2017,39071.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,White,Black,None reported,No,67900.0,9,1.737861841263341,0,0,0,1
Mazda,MX-5 Miata Base,2000,96680.0,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Green,Beige,At least 1 accident or damage reported,Yes,12900.0,26,0.13342987174182872,1,1,1,0
Mercedes-Benz,AMG C 43 Base,2017,53500.0,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,33999.0,9,0.6354953271028038,1,1,1,1
Chevrolet,Corvette Z06,2007,11025.0,Gasoline,505.0HP 7.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Black,None reported,Yes,47500.0,19,4.308390022675737,1,0,0,0
Ford,F-250 King Ranch,2021,44000.0,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,73000.0,5,1.6590909090909092,1,1,0,0
Volkswagen,Tiguan 2.0T SE,2022,11000.0,Gasoline,184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,White,None reported,Yes,27900.0,4,2.536363636363636,1,0,0,0
BMW,750 Li xDrive,2012,103000.0,Gasoline,407.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,16000.0,14,0.1553398058252427,1,0,1,1
BMW,M3 CS,2024,456.0,Gasoline,543.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,99175.0,2,217.4890350877193,1,0,0,1
Lexus,GX 460 Base,2018,64000.0,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Brown,None reported,Yes,37300.0,8,0.5828125,1,0,1,1
Audi,Q7 3.0T Premium,2017,108000.0,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Brown,None reported,Yes,25999.0,9,0.2407314814814815,1,0,1,1
Alfa,Romeo Stelvio Ti Sport,2018,37045.0,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,At least 1 accident or damage reported,Yes,26600.0,8,0.7180456201916587,1,1,0,0
Land,Rover Defender X,2023,5433.0,Hybrid,3.0 Liter,Automatic,Santorin Black,Black,None reported,No,95998.0,3,17.669427572243695,0,0,0,0
BMW,750 i xDrive,2019,28744.0,Gasoline,4.4 Liter DOHC Twin Turbo,Automatic,Black,Black,None reported,No,50998.0,7,1.774213748956304,0,0,0,1
BMW,M3 Base,2015,65800.0,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,44950.0,11,0.6831306990881459,1,0,1,1
Rolls-Royce,Ghost Base,2021,850.0,Gasoline,563.0HP 6.7L 12 Cylinder Engine Gasoline Fuel,A/T,White,White,None reported,Yes,99175.0,5,116.67647058823529,1,0,0,0
Audi,e-tron Prestige,2019,33012.0,Gasoline,355.0HP Electric Motor Electric Fuel System,1-Speed A/T,Blue,Beige,None reported,Yes,38000.0,7,1.1510965709438992,1,0,0,1
Lexus,IS 250 Base,2011,107818.0,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,At least 1 accident or damage reported,Yes,11400.0,15,0.10573373648184904,1,1,1,1
Land,Rover Range Rover Evoque SE Premium,2016,79500.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,19000.0,10,0.2389937106918239,1,0,1,0
Ferrari,California T,2015,20000.0,Gasoline,553.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Brown,At least 1 accident or damage reported,Yes,99175.0,11,4.95875,1,1,0,0
Lexus,LC 500 Base,2018,37000.0,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Red,None reported,Yes,63997.0,8,1.7296486486486486,1,0,0,1
Kia,EV6 Wind,2022,11945.0,Gasoline,111.2Ah / FR 70kW / RR 160kW (697V),Automatic,Glacier,Black,None reported,No,38998.0,4,3.264796986186689,0,0,0,0
GMC,Sierra 1500 SLE Crew Cab,2005,131800.0,Gasoline,295.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,5800.0,21,0.04400606980273141,1,1,1,0
Lexus,ES 350 Base,2008,146000.0,Gasoline,272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,8995.0,18,0.06160958904109589,1,0,1,1
Nissan,370Z NISMO,2010,29000.0,Gasoline,350.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,M/T,Silver,–,None reported,Yes,29000.0,16,1.0,1,0,0,0
Dodge,Ram 1500 Laramie,2004,141209.0,Gasoline,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,5700.0,22,0.04036569907017258,1,0,1,0
Ford,Expedition Limited,2016,85253.0,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,19995.0,10,0.23453720103691367,1,0,1,0
INFINITI,QX70 Base,2015,87009.0,Gasoline,325.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,17800.0,11,0.20457653805928122,1,0,1,0
BMW,X5 M Base,2023,4348.0,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Alpine White,Black,None reported,No,99175.0,3,22.80933762649494,0,0,0,1
Lincoln,Navigator Select,2016,158000.0,Gasoline,380.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,None reported,Yes,19780.0,10,0.12518987341772153,1,0,1,0
Volvo,V60 Cross Country T5,2020,10500.0,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,36000.0,6,3.4285714285714284,1,0,0,0
Audi,A7 3.0T Premium Plus,2018,45843.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,37000.0,8,0.8071025020177562,1,0,0,1
Ford,Bronco Sport Outer Banks,2021,15198.0,Gasoline,1.5L I3 12V PDI DOHC Turbo,8-Speed Automatic,Blue,Navy Pier,None reported,Yes,31621.0,5,2.080602710883011,1,0,0,0
Volkswagen,Eurovan MV,2001,200684.0,Gasoline,140.0HP 2.8L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,–,None reported,Yes,5500.0,25,0.027406270554702915,1,0,1,0
Jaguar,F-TYPE R,2017,58000.0,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,51500.0,9,0.8879310344827587,1,0,1,0
Land,Rover Range Rover Evoque R-Dynamic HSE,2020,30424.0,Hybrid,2.0 Liter,Automatic,Silver,Black,None reported,No,44998.0,6,1.4790297133841703,0,0,0,0
RAM,1500 Laramie,2021,38012.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Delmonico Red Pearlcoat,Black,None reported,Yes,45277.0,5,1.1911238556245396,1,0,0,0
Rivian,R1S Adventure Package,2023,2500.0,Gasoline,835.0HP Electric Motor Electric Fuel System,A/T,Gray,Gray,None reported,Yes,91000.0,3,36.4,1,0,0,0
BMW,M760 i xDrive,2021,11078.0,Gasoline,"6.6L V-12 gasoline direct injection, DOHC, variable valve contro","Automatic, 8-Spd Sport w/Sport & Manual Modes",BLACK,WHITE,None reported,No,91900.0,5,8.295721249322982,0,0,0,1
Lexus,LX 570 Three-Row,2018,50000.0,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,65000.0,8,1.3,1,0,0,1
Land,Rover Range Rover Velar P250 SE R-Dynamic,2019,58000.0,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,38000.0,7,0.6551724137931034,1,0,1,0
Acura,MDX w/Technology Package,2023,3415.0,Gasoline,3.5 Liter SOHC,F,White,Parchment.,None reported,No,54998.0,3,16.104831625183017,0,0,0,0
Lexus,LC 500 Base,2018,61000.0,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,65000.0,8,1.0655737704918034,1,0,1,1
Audi,SQ5 3.0T Prestige,2019,48500.0,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,43500.0,7,0.8969072164948454,1,1,0,1
